DV_pressure,Reservoirs,Oil_temperature,Motor_current,Oil_level,Fail
10032.0,-0.0259999999999998,10036.0,62375.0,below,1.0
9064.0,-0.0159999999999982,9082.0,57.80000000000001,below,1.0
-0.0180000000000006,-0.0240000000000009,8886.0,65.95,below,0.0
9556.0,-0.0159999999999982,9576.0,61.775000000000006,below,1.0
8964.0,-0.0199999999999995,8978.0,64.32500000000002,below,1.0
9444.0,-0.0219999999999984,9456.0,66.35,below,1.0
8198.0,-0.0199999999999995,8216.0,54.82499999999999,below,1.0
9258.0,-0.0199999999999995,9266.0,69.85,below,1.0
8582.0,-0.0240000000000009,8596.0,58.1,below,1.0
8708.0,-0.0240000000000009,8718.0,67.25000000000001,below,0.0
9422.0,-0.0199999999999995,9438.0,58.400000000000006,below,1.0
-0.0079999999999991,2228.0,8172.0,75.52499999999999,below,1.0
-0.0300000000000011,-0.0259999999999998,8116.0,51.625000000000014,below,0.0
8574.0,-0.0199999999999995,8588.0,50.625000000000014,below,1.0
9556.0,-0.0219999999999984,9566.0,63.79999999999998,below,1.0
8926.0,-0.0180000000000006,8938.0,57.875000000000014,below,1.0
8.62,-0.0219999999999984,8632.0,66.25000000000001,below,1.0
-0.0120000000000004,-0.0180000000000006,9112.0,66.45,below,1.0
9.6,-0.0180000000000006,9612.0,61.07499999999999,below,1.0
8984.0,-0.0240000000000009,8992.0,65375.0,below,0.0
9.13,-0.0240000000000009,9142.0,54.25,below,1.0
9542.0,-0.0219999999999984,9552.0,64.1,below,1.0
-0.0079999999999991,2436.0,7516.0,68.22500000000001,below,1.0
9706.0,-0.0199999999999995,9718.0,68.95,below,1.0
-0.0120000000000004,-0.0180000000000006,9122.0,53.49999999999999,below,1.0
8564.0,-0.0159999999999982,8.58,58175.0,below,1.0
-0.0259999999999998,-0.0219999999999984,8074.0,57.1,below,1.0
8512.0,-0.0219999999999984,8524.0,55.525000000000006,below,1.0
-0.009999999999998,-0.0219999999999984,9848.0,64.12500000000001,below,1.0
9518.0,-0.0219999999999984,9526.0,67.32499999999999,below,0.0
8.73,-0.0180000000000006,8748.0,65725.0,below,1.0
9386.0,-0.0219999999999984,9.4,64.99999999999999,below,1.0
9534.0,-0.0259999999999998,9544.0,60.60000000000001,below,1.0
8.95,-0.0159999999999982,8968.0,57.35,below,1.0
9258.0,-0.0219999999999984,9272.0,66025.0,below,1.0
8064.0,-0.0199999999999995,8078.0,49.1,below,1.0
8.66,-0.0159999999999982,8672.0,67.35,below,1.0
-0.009999999999998,0.7199999999999989,8674.0,74.35000000000001,below,1.0
9228.0,-0.0219999999999984,9.24,54.85,below,1.0
9534.0,-0.0180000000000006,9548.0,55.62499999999999,below,1.0
8306.0,-0.0199999999999995,8318.0,54.525000000000006,below,1.0
-0.0060000000000002,2458.0,7.518000000000001,69.85,below,1.0
8226.0,-0.0159999999999982,8238.0,64.72500000000001,below,1.0
9.3,-0.0240000000000009,9312.0,59.1,below,1.0
9246.0,-0.0199999999999995,9.26,68.65,below,1.0
9892.0,-0.0240000000000009,9898.0,69.35,below,1.0
8.84,-0.0180000000000006,8856.0,55.60000000000001,below,1.0
9.49,-0.0219999999999984,9502.0,63.14999999999999,below,1.0
8864.0,-0.0199999999999995,8878.0,57.80000000000001,below,1.0
8438.0,-0.0240000000000009,8452.0,57.85,below,1.0
9.73,-0.0180000000000006,9742.0,67.45000000000002,below,1.0
-0.0139999999999993,-0.0139999999999993,8506.0,65.14999999999999,below,1.0
9.06,-0.0219999999999984,9076.0,62.6,below,1.0
8366.0,-0.0219999999999984,8378.0,59.650000000000006,below,1.0
8836.0,-0.0199999999999995,8852.0,57.92500000000001,below,1.0
9518.0,-0.0240000000000009,9.53,66.35,below,1.0
9092.0,-0.0219999999999984,9104.0,60575.0,below,1.0
9.05,-0.0139999999999993,9.07,61.07499999999999,below,1.0
8652.0,-0.0219999999999984,8666.0,61.60000000000001,below,1.0
9.04,-0.0219999999999984,9056.0,57.80000000000001,below,1.0
8288.0,-0.0139999999999993,8.31,57125.0,below,1.0
9406.0,-0.0219999999999984,9.42,60.87499999999999,below,1.0
8902.0,-0.0240000000000009,8914.0,55.72500000000001,below,1.0
-0.0120000000000004,0.3719999999999999,9576.0,74.44999999999999,above,0.0
-0.0120000000000004,-0.0199999999999995,9782.0,71.24999999999999,below,1.0
9822.0,-0.0259999999999998,9828.0,67475.0,below,0.0
8372.0,-0.0199999999999995,8.38,57125.0,below,1.0
9626.0,-0.0259999999999998,9638.0,66.75,below,1.0
9648.0,-0.0240000000000009,9.66,57.89999999999999,below,1.0
8158.0,-0.0180000000000006,8.17,64.6,below,1.0
-0.009999999999998,-0.0199999999999995,9.29,55425.0,below,1.0
9544.0,-0.0199999999999995,9562.0,60.87499999999999,below,1.0
8574.0,-0.0180000000000006,8.59,51.8,below,1.0
9258.0,-0.0240000000000009,9.27,64.1,below,1.0
-0.0079999999999991,1.998000000000001,8742.0,74.47500000000001,below,1.0
8158.0,-0.0180000000000006,8.17,64.6,below,1.0
9524.0,-0.0180000000000006,9538.0,69.44999999999999,below,1.0
9092.0,-0.0079999999999991,9114.0,63.125000000000014,below,1.0
9.74,-0.0259999999999998,9.75,66.07499999999999,below,1.0
8.49,-0.0259999999999998,8506.0,57.0,below,1.0
10064.0,-0.0219999999999984,10064.0,58.89999999999999,below,1.0
9268.0,-0.0240000000000009,9.28,56.72500000000001,below,1.0
8298.0,-0.0279999999999986,8306.0,58.07500000000002,below,0.0
8358.0,-0.0219999999999984,8.37,54.62499999999999,below,1.0
8368.0,-0.0159999999999982,8382.0,55.2,below,1.0
8544.0,-0.0199999999999995,8556.0,53225.0,below,1.0
8394.0,-0.0180000000000006,8.41,56.69999999999999,below,1.0
8074.0,-0.0219999999999984,8088.0,49575.0,below,1.0
10026.0,-0.0180000000000006,10.03,58.47500000000001,below,1.0
8276.0,-0.0199999999999995,8.29,62.07499999999999,below,1.0
8818.0,-0.0159999999999982,8832.0,68.45000000000002,below,1.0
8536.0,-0.0219999999999984,8548.0,53.3,below,1.0
9616.0,-0.0240000000000009,9628.0,64875.0,below,1.0
8532.0,-0.0219999999999984,8544.0,59.87499999999999,below,1.0
8.81,-0.0199999999999995,8826.0,55.72500000000001,below,1.0
-0.0180000000000006,-0.0219999999999984,8474.0,52.42500000000001,below,1.0
8.34,-0.0240000000000009,8352.0,53.275000000000006,below,1.0
8.17,-0.0159999999999982,8188.0,55.62499999999999,below,1.0
-0.0139999999999993,-0.0240000000000009,9134.0,51.2,below,1.0
8724.0,-0.0159999999999982,8742.0,58.775000000000006,below,1.0
9048.0,-0.0219999999999984,9.06,57.0,below,1.0
-0.0079999999999991,2.0,8738.0,74.64999999999999,below,1.0
-0.0240000000000009,-0.0199999999999995,8058.0,54.95000000000002,below,1.0
9188.0,-0.0240000000000009,9.2,53.1,below,1.0
8454.0,-0.0240000000000009,8468.0,54.89999999999999,below,1.0
10074.0,-0.0139999999999993,10078.0,64.7,below,1.0
-0.0040000000000013,1.9280000000000008,7.880000000000001,76.69999999999999,below,1.0
9548.0,-0.0199999999999995,9566.0,60.400000000000006,below,1.0
8054.0,-0.0219999999999984,8.07,47625.0,below,1.0
8784.0,-0.0199999999999995,8796.0,61.650000000000006,below,1.0
9914.0,-0.0219999999999984,9922.0,65875.0,below,1.0
8092.0,-0.0219999999999984,8104.0,50975.0,below,1.0
10.17,-0.0180000000000006,10166.0,68.32499999999999,below,1.0
8158.0,-0.0180000000000006,8.17,64.6,below,1.0
9606.0,-0.0180000000000006,9624.0,69925.0,below,1.0
-0.0139999999999993,-0.0139999999999993,8506.0,65.14999999999999,below,1.0
9908.0,-0.0219999999999984,9914.0,71.24999999999999,below,1.0
8996.0,-0.0240000000000009,9006.0,61575.0,below,0.0
8218.0,-0.0199999999999995,8232.0,53725.0,below,1.0
-0.0120000000000004,0.652000000000001,9728.0,74175.0,below,0.0
8.2,-0.0159999999999982,8214.0,63.525000000000006,below,1.0
-0.0159999999999982,-0.0180000000000006,8692.0,62.97500000000001,below,1.0
8.77,-0.0240000000000009,8784.0,54.0,below,1.0
8.21,-0.0199999999999995,8224.0,58.94999999999999,below,1.0
9314.0,-0.0199999999999995,9328.0,63175.0,below,1.0
8366.0,-0.0219999999999984,8376.0,57.2,below,1.0
9176.0,-0.0159999999999982,9194.0,58.7,below,1.0
8134.0,-0.0199999999999995,8148.0,53.67500000000001,below,1.0
8434.0,-0.0180000000000006,8452.0,62.07499999999999,below,1.0
9062.0,-0.0240000000000009,9076.0,56.67500000000001,below,1.0
8712.0,-0.0139999999999993,8728.0,59.07500000000002,below,1.0
8586.0,-0.0219999999999984,8598.0,56.525000000000006,below,1.0
8998.0,-0.0240000000000009,9.01,59575.0,below,1.0
9328.0,-0.0199999999999995,9.34,66.27499999999999,below,1.0
9614.0,-0.0180000000000006,9628.0,68075.0,below,1.0
8146.0,-0.0240000000000009,8158.0,56.35,below,1.0
9956.0,-0.0240000000000009,9.96,69.97500000000001,below,0.0
8.8,-0.0240000000000009,8812.0,56.3,below,1.0
10026.0,-0.0219999999999984,10024.0,70.8,below,1.0
-0.0079999999999991,1.2420000000000009,8.7,74.47500000000001,below,1.0
-0.0120000000000004,-0.0219999999999984,9802.0,48725.0,below,1.0
8268.0,-0.0219999999999984,8276.0,53.2,below,1.0
8934.0,-0.0180000000000006,8.95,56.0,below,1.0
8948.0,-0.0199999999999995,8964.0,62.7,below,1.0
9.78,-0.0120000000000004,9798.0,61.85000000000001,below,1.0
9.06,-0.0219999999999984,9.07,58375.0,below,1.0
-0.009999999999998,-0.0199999999999995,9434.0,67825.0,below,1.0
9892.0,-0.0180000000000006,9904.0,71.64999999999999,below,1.0
8936.0,-0.0159999999999982,8952.0,57.3,below,1.0
8328.0,-0.0219999999999984,8344.0,52125.0,below,1.0
9158.0,-0.0159999999999982,9176.0,60175.0,below,1.0
8352.0,-0.0240000000000009,8364.0,57.80000000000001,below,0.0
8302.0,-0.0219999999999984,8314.0,59.3,below,1.0
9616.0,-0.0219999999999984,9624.0,64.39999999999999,below,1.0
8124.0,-0.0199999999999995,8.14,52.77499999999999,below,1.0
8322.0,-0.0240000000000009,8332.0,54.47500000000001,below,1.0
9418.0,-0.0240000000000009,9424.0,57.0,below,0.0
9.35,-0.0240000000000009,9.36,64.9,below,1.0
8306.0,-0.0259999999999998,8318.0,59.25,below,1.0
9086.0,-0.0240000000000009,9098.0,66.3,below,1.0
8274.0,-0.0240000000000009,8284.0,55.89999999999999,below,1.0
9028.0,-0.0199999999999995,9042.0,67925.0,below,1.0
8134.0,-0.0259999999999998,8146.0,54.57499999999999,below,1.0
8.62,-0.0240000000000009,8626.0,55.400000000000006,below,0.0
-0.0120000000000004,-0.0219999999999984,9566.0,63825.0,below,1.0
-0.0240000000000009,-0.0240000000000009,8352.0,48.85000000000001,below,1.0
-0.0060000000000002,1946.0,7914.0,76.4,below,1.0
9408.0,-0.0139999999999993,9428.0,60125.0,below,1.0
8718.0,-0.0240000000000009,8732.0,55.750000000000014,below,1.0
9092.0,-0.0240000000000009,9106.0,59.45,below,1.0
-32.0,-0.0240000000000009,8.11,48.45,below,1.0
8514.0,-0.0219999999999984,8528.0,55.0,below,1.0
8928.0,-0.0240000000000009,8.94,60.000000000000014,below,1.0
9408.0,-0.0139999999999993,9424.0,65575.0,below,1.0
-0.0180000000000006,-0.0199999999999995,8602.0,62.45,below,1.0
8964.0,-0.0219999999999984,8974.0,57375.0,below,1.0
9788.0,-0.0240000000000009,9796.0,68.27499999999999,below,1.0
9908.0,3996.0,10202.0,71.75,above,1.0
9822.0,-0.0240000000000009,9832.0,63.7,below,1.0
8148.0,-0.0219999999999984,8162.0,55.525000000000006,below,1.0
8.17,-0.0180000000000006,8186.0,54725.0,below,1.0
8068.0,-0.0240000000000009,8078.0,51.29999999999998,below,1.0
-0.0139999999999993,-0.0139999999999993,8506.0,65.14999999999999,below,1.0
8802.0,-0.0199999999999995,8816.0,65.12500000000001,below,1.0
9.27,-0.0259999999999998,9282.0,64.14999999999999,below,1.0
8834.0,-0.0199999999999995,8852.0,52.3,below,1.0
8678.0,-0.0219999999999984,8692.0,54.60000000000001,below,1.0
8248.0,-0.0219999999999984,8262.0,50.55000000000001,below,1.0
9146.0,-0.0240000000000009,9158.0,55.62499999999999,below,1.0
-0.009999999999998,-0.0139999999999993,9424.0,72.2,below,1.0
8698.0,-0.0180000000000006,8714.0,56.80000000000001,below,1.0
8584.0,-0.0219999999999984,8596.0,59.400000000000006,below,1.0
-0.009999999999998,0.7080000000000002,8628.0,76.35000000000001,below,1.0
-0.0120000000000004,1.3979999999999997,9974.0,67775.0,below,1.0
9652.0,-0.0240000000000009,9662.0,65.97500000000001,below,1.0
8416.0,-0.0219999999999984,8.43,51.75,below,1.0
9846.0,-0.0259999999999998,9854.0,66.6,below,0.0
8684.0,-0.0219999999999984,8696.0,54.60000000000001,below,1.0
8512.0,-0.0219999999999984,8524.0,55225.0,below,1.0
8.32,-0.0159999999999982,8336.0,60.25,below,1.0
9386.0,-0.0219999999999984,9.4,59575.0,below,1.0
8288.0,-0.0259999999999998,8.3,55.82499999999999,below,1.0
-0.0159999999999982,-0.0240000000000009,9496.0,62.45,below,0.0
10146.0,-0.0219999999999984,10142.0,72.22500000000001,below,0.0
8604.0,-0.0139999999999993,8622.0,60.87499999999999,below,1.0
8684.0,-0.0199999999999995,8698.0,53.25,below,1.0
-0.009999999999998,2068.0,7824.0,75025.0,below,1.0
8626.0,-0.0240000000000009,8.64,52325.0,below,1.0
9346.0,-0.0219999999999984,9358.0,65.25000000000001,below,1.0
8432.0,-0.0219999999999984,8446.0,50.42500000000001,below,1.0
9462.0,-0.0199999999999995,9.47,65.17500000000001,below,1.0
9.21,-0.0219999999999984,9222.0,66.14999999999999,below,1.0
8426.0,-0.0219999999999984,8438.0,54.0,below,1.0
9.09,-0.0219999999999984,9.1,56.72500000000001,below,1.0
8282.0,-0.0219999999999984,8296.0,51.150000000000006,below,1.0
-0.0139999999999993,-0.0139999999999993,8506.0,65.14999999999999,below,1.0
8582.0,-0.0180000000000006,8594.0,58625.0,below,1.0
9304.0,-0.0199999999999995,9.32,57.60000000000001,below,1.0
8074.0,-0.0079999999999991,8096.0,63.35,below,1.0
8856.0,-0.0159999999999982,8876.0,56.80000000000001,below,1.0
10098.0,-0.0180000000000006,10098.0,72.32499999999999,below,1.0
9468.0,-0.0159999999999982,9486.0,58375.0,below,1.0
9.04,-0.0199999999999995,9056.0,57325.0,below,1.0
8212.0,-0.0259999999999998,8218.0,58.2,below,0.0
9042.0,-0.0159999999999982,9056.0,68425.0,below,1.0
9378.0,-0.0240000000000009,9388.0,65.97500000000001,below,1.0
8664.0,-0.0240000000000009,8.68,57.94999999999999,below,1.0
-0.0079999999999991,2.0279999999999987,7.721999999999999,73925.0,below,1.0
-0.0120000000000004,-0.0199999999999995,9826.0,73.15,below,0.0
9052.0,-0.0259999999999998,9064.0,58125.0,below,1.0
9622.0,-0.0139999999999993,9644.0,62.000000000000014,below,1.0
8.75,-0.0219999999999984,8.76,56.275000000000006,below,1.0
8.98,-0.0240000000000009,8988.0,64.45,below,0.0
10118.0,-0.0219999999999984,10116.0,67.07499999999999,below,1.0
8138.0,-0.0159999999999982,8.15,63.05000000000001,below,1.0
-0.0139999999999993,-0.0219999999999984,9172.0,49625.0,below,1.0
8942.0,-0.0180000000000006,8956.0,64.12500000000001,below,1.0
8126.0,-0.0240000000000009,8138.0,49875.0,below,1.0
-0.0060000000000002,2014.0,8906.0,72.32499999999999,below,1.0
8772.0,-0.0259999999999998,8786.0,49225.0,below,1.0
8814.0,-0.0240000000000009,8826.0,61175.0,below,1.0
9.7,-0.0240000000000009,9.71,62.20000000000002,below,1.0
8344.0,-0.0159999999999982,8356.0,62575.0,below,1.0
9816.0,-0.0240000000000009,9826.0,57.82499999999999,below,1.0
-0.0159999999999982,-0.0120000000000004,8254.0,65.99999999999999,below,1.0
9036.0,-0.0240000000000009,9048.0,57175.0,below,1.0
8858.0,-0.0219999999999984,8.87,58.89999999999999,below,1.0
9.03,-0.0240000000000009,9044.0,59.89999999999999,below,1.0
9056.0,-0.0259999999999998,9064.0,44.89999999999999,below,0.0
8.7,-0.0279999999999986,8712.0,50.1,below,1.0
-0.0120000000000004,718.0,8674.0,74.44999999999999,below,1.0
8518.0,-0.0219999999999984,8526.0,59.60000000000001,below,0.0
9892.0,-0.0139999999999993,9908.0,74.52499999999999,below,1.0
8078.0,-0.0139999999999993,8096.0,57.0,below,1.0
8978.0,-0.0219999999999984,8992.0,58.47500000000001,below,1.0
9004.0,-0.0180000000000006,9018.0,67.5,below,1.0
8656.0,-0.0219999999999984,8672.0,51.2,below,1.0
9012.0,-0.0159999999999982,9.03,58575.0,below,1.0
9296.0,-0.0079999999999991,9318.0,65675.0,below,1.0
9.78,-0.0240000000000009,9.79,64.85000000000001,below,1.0
9006.0,-0.0199999999999995,9018.0,66.97500000000001,below,1.0
9166.0,-0.0240000000000009,9184.0,52.64999999999999,below,1.0
9.84,-0.0199999999999995,9.85,70075.0,below,1.0
